timestamp,heart_rate_mean,heart_rate_std,heart_rate_max,steps_total,cumulative_steps_max,spo2_mean,spo2_min,sleeping_users_count,sleep_quality_mean,active_users_count,pm25,pm10,aqi,co2,temperature,humidity,wind_speed,pressure,precipitation,rainfall,location,hour,day_of_week,month,is_weekend,aqi_category,temp_category,high_heart_rate,low_spo2,high_pollution,health_risk,risk_category
2025-10-22 02:20:53.751808,57.233,7.716099593012841,83.0,1031,19,98.008,92.5,100,75.612,100,35.42,49.93,100.1,409.7,14.3,83.1,11.5,1036.1,1,0.42,hospital_A,2,2,10,0,Sensitive,Mild,0,0,1,0.22999999999999998,Low
2025-10-22 02:20:53.751808,59.50899999999999,8.15222712335145,86.1,991,21,97.818,94.1,100,73.661,100,24.24,38.58,76.1,405.6,7.8,91.5,9.5,1003.68,1,0.91,hospital_B,2,2,10,0,Moderate,Cold,0,0,0,0.10750000000000001,Low
2025-10-22 02:20:53.751808,57.927,7.02296169070364,80.1,1010,23,97.677,92.6,100,74.318,100,25.83,42.14,79.6,407.2,14.6,77.1,5.3,1034.19,0,0.0,hospital_C,2,2,10,0,Moderate,Mild,0,0,0,0.07250000000000001,Low
2025-10-22 03:20:53.751808,57.168,7.048803609353315,77.6,1041,31,97.88,92.2,100,74.161,100,36.79,51.68,103.5,413.5,18.4,85.6,8.2,1021.39,1,0.51,hospital_A,3,2,10,0,Sensitive,Mild,0,0,1,0.25,Low
2025-10-22 03:20:53.751808,59.437,7.94569516890572,83.4,1016,34,98.014,93.6,100,75.193,100,25.44,40.27,78.7,406.8,16.0,92.6,17.8,994.91,1,0.23,hospital_B,3,2,10,0,Moderate,Mild,0,0,0,0.09250000000000001,Low
2025-10-22 03:20:53.751808,57.718,7.158866509229633,84.0,981,38,97.924,93.6,100,77.667,100,40.17,58.94,111.9,414.3,24.2,75.0,5.5,1023.56,0,0.0,hospital_C,3,2,10,0,Sensitive,Warm,0,0,1,0.22999999999999998,Low
2025-10-22 04:20:53.751808,57.99100000000001,7.798213923972615,82.3,934,45,98.022,93.0,100,74.885,100,33.12,47.63,95.1,409.1,17.8,72.5,4.4,1004.82,0,0.0,hospital_A,4,2,10,0,Moderate,Mild,0,0,0,0.07250000000000001,Low
2025-10-22 04:20:53.751808,58.819,7.779118578514267,78.6,1038,47,97.708,92.3,100,74.87899999999999,100,22.66,36.83,72.8,408.1,13.5,80.8,9.9,999.48,0,0.0,hospital_B,4,2,10,0,Moderate,Mild,0,0,0,0.07250000000000001,Low
2025-10-22 04:20:53.751808,58.695,7.359888215554265,80.7,939,47,97.779,94.5,100,73.538,100,41.67,60.86,115.7,412.5,22.7,69.4,7.7,1007.49,0,0.0,hospital_C,4,2,10,0,Sensitive,Warm,0,0,1,0.22999999999999998,Low
2025-10-22 05:20:53.751808,59.29,8.33972482165989,79.2,991,59,97.927,93.6,100,76.069,100,28.85,44.83,86.0,408.6,17.6,91.1,11.7,1028.24,0,0.0,hospital_B,5,2,10,0,Moderate,Mild,0,0,0,0.09250000000000001,Low
