timestamp,heart_rate_mean,heart_rate_std,heart_rate_max,steps_total,cumulative_steps_max,spo2_mean,spo2_min,sleeping_users_count,sleep_quality_mean,active_users_count,pm25,pm10,aqi,co2,temperature,humidity,wind_speed,pressure,precipitation,rainfall,location,hour,day_of_week,month,is_weekend,aqi_category,temp_category,high_heart_rate,low_spo2,high_pollution,health_risk,risk_category
2025-10-22 02:20:53.751808,59.50899999999999,8.15222712335145,86.1,991,21,97.818,94.1,100,73.661,100,24.24,38.58,76.1,405.6,7.8,91.5,9.5,1003.68,1,0.91,hospital_B,2,2,10,0,Moderate,Cold,0,0,0,0,Low
2025-10-22 03:20:53.751808,59.437,7.94569516890572,83.4,1016,34,98.014,93.6,100,75.193,100,25.44,40.27,78.7,406.8,16.0,92.6,17.8,994.91,1,0.23,hospital_B,3,2,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-22 04:20:53.751808,58.819,7.779118578514267,78.6,1038,47,97.708,92.3,100,74.87899999999999,100,22.66,36.83,72.8,408.1,13.5,80.8,9.9,999.48,0,0.0,hospital_B,4,2,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-22 05:20:53.751808,59.29,8.33972482165989,79.2,991,59,97.927,93.6,100,76.069,100,28.85,44.83,86.0,408.6,17.6,91.1,11.7,1028.24,0,0.0,hospital_B,5,2,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-22 06:20:53.751808,60.069,8.615720831976013,85.9,54490,967,97.808,94.1,100,73.919,100,25.79,40.93,79.5,410.7,18.8,90.3,9.1,1028.36,0,0.0,hospital_B,6,2,10,0,Moderate,Mild,0,0,0,0,Low
2025-10-22 07:20:53.751808,83.971,11.176628708735436,120.3,54201,1884,98.089,93.9,0,0.0,100,36.81,58.53,103.5,415.7,17.0,72.7,10.6,1007.76,0,0.0,hospital_B,7,2,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-22 08:20:53.751808,82.954,11.440380547460258,108.8,54743,2772,97.86,93.0,0,0.0,100,38.07,60.03,106.7,406.9,22.6,67.7,14.3,1001.39,0,0.0,hospital_B,8,2,10,0,Sensitive,Warm,0,0,1,0,Low
2025-10-22 09:20:53.751808,84.325,12.021591476013546,119.2,54776,3690,97.89,93.3,0,0.0,100,38.47,60.38,107.7,411.6,17.5,61.8,13.7,1016.06,0,0.0,hospital_B,9,2,10,0,Sensitive,Mild,0,0,1,0,Low
2025-10-22 10:20:53.751808,82.042,10.425272130256314,123.7,54130,4647,97.695,94.2,0,0.0,100,34.2,53.01,97.4,411.1,20.7,72.3,16.5,1008.99,0,0.0,hospital_B,10,2,10,0,Moderate,Warm,0,0,0,0,Low
2025-10-22 11:20:53.751808,87.958,14.80606741586814,128.6,54278,5576,98.172,93.8,0,0.0,100,27.64,44.41,83.4,406.3,20.2,77.0,19.6,991.34,0,0.0,hospital_B,11,2,10,0,Moderate,Warm,0,0,0,0,Low
2025-10-22 12:20:53.751808,88.31200000000001,12.28552798945971,114.7,54313,6513,97.715,93.9,0,0.0,100,26.64,42.9,81.3,406.7,22.3,53.1,17.0,1024.71,0,0.0,hospital_B,12,2,10,0,Moderate,Warm,0,0,0,0,Low
2025-10-22 13:20:53.751808,89.57,13.51470953211255,124.4,54548,7454,97.874,93.7,0,0.0,100,24.39,39.8,76.5,408.5,15.9,57.9,19.8,1014.39,0,0.0,hospital_B,13,2,10,0,Moderate,Mild,0,0,0,0,Low
